id,citation_number,citation_date,first_name,last_name,date_of_birth,defendant_address,defendant_city,defendant_state,drivers_license_number,court_date,court_location,court_address
149,510233119,8/7/2015 0:00,Alice,Fuller,7/8/1989 0:00,49 Macpherson Circle,ELLISVILLE,MO,C452282647,11/7/2015 0:00,WARSON WOODS,10015 Manchester Road
150,765338143,2/11/2015 0:00,Ruby,Bowman,12/31/1951 0:00,4 Logan Circle,CHAMP,MO,Z274154316,,BEL-NOR,8416 Natural Bridge Road
151,583999175,4/28/2015 0:00,Juan,Flores,2/10/1962 0:00,79 Valley Edge Road,VELDA VILLAGE HILLS,MO,U796012492,11/26/2015 0:00,WINCHESTER,109 Lindy Boulevard
152,639178792,1/4/2015 0:00,Wanda,Marshall,10/23/1970 0:00,99211 Namekagon Street,RICHMOND HEIGHTS,MO,,10/11/2015 0:00,CRESTWOOD,1 Detjen Drive
153,987016741,3/28/2015 0:00,Wanda,Marshall,10/23/1970 0:00,99211 Namekagon Street,RICHMOND HEIGHTS,MO,,12/1/2015 0:00,VINITA TERRACE,8027 Page Boulevard
154,378497940,3/9/2015 0:00,Wanda,Marshall,10/23/1970 0:00,99211 Namekagon Street,RICHMOND HEIGHTS,MO,,9/29/2015 0:00,BERKELEY 2,6140 N Hanley Road
155,770274740,9/8/2015 0:00,Wanda,Marshall,10/23/1970 0:00,99211 Namekagon Street,RICHMOND HEIGHTS,MO,,11/2/2015 0:00,KINLOCH,8140 Scott
156,424936524,6/27/2015 0:00,Wanda,Marshall,10/23/1970 0:00,99211 Namekagon Street,RICHMOND HEIGHTS,MO,,11/12/2015 0:00,CLAYTON,10 South Brentwood Boulevard
157,116927706,6/10/2015 0:00,Stephen,Green,6/16/1983 0:00,,OVERLAND,MO,Z229099257,12/18/2015 0:00,FENTON,625 New Smizer Mill Road
158,959602676,5/19/2015 0:00,Bobby,Hill,6/22/1958 0:00,642 Mcguire Crossing,PASADENA HILLS,MO,W228612902,10/19/2015 0:00,HILLSDALE,6428 Jesse Jackson Avenue
159,774168885,3/6/2015 0:00,Lawrence,Stevens,6/21/1951 0:00,5 Golf Course Plaza,BERKELEY,MO,L218737431,9/30/2015 0:00,ST. JOHN,8944 St. Charles Rock Road
160,649826763,3/23/2015 0:00,Anthony,Matthews,9/21/1979 0:00,,FENTON,MO,X451922096,10/3/2015 0:00,,
161,289876599,,Aaron,Burke,2/24/1987 0:00,80 Manley Place,HILLSDALE,,N806453191,9/16/2015 0:00,CRESTWOOD,1 Detjen Drive
162,835543992,4/25/2015 0:00,Brandon,Shaw,8/1/1978 0:00,696 Mallard Place,GLEN ECHO PARK,MO,B653983955,9/15/2015 0:00,CLAYTON,10 South Brentwood Boulevard
163,701530835,2/24/2015 0:00,Gerald,Clark,10/17/1993 0:00,43 Brentwood Alley,GLENDALE,MO,C309189058,9/16/2015 0:00,BEL-NOR,8416 Natural Bridge Road
164,399276670,4/12/2015 0:00,Phyllis,Dixon,7/25/1962 0:00,751 Bay Court,MACKENZIE,MO,I763629777,12/18/2015 0:00,FLORDELL HILLS,7001 Brandon Avenue
165,405799999,8/2/2015 0:00,Richard,Tucker,11/1/1952 0:00,,MAPLEWOOD,MO,E554002041,9/13/2015 0:00,ELLISVILLE,37 Weis Avenue
166,21143260,5/30/2015 0:00,Jennifer,Allen,12/2/1962 0:00,5 Oak Plaza,WARSON WOODS,MO,M659431297,10/30/2015 0:00,VINITA TERRACE,8027 Page Boulevard
167,689448991,6/2/2015 0:00,Samuel,Hill,6/19/1993 0:00,0885 Killdeer Pass,,MO,V803352514,11/18/2015 0:00,BLACK JACK,12500 Old Jamestown Road
168,281015864,5/4/2015 0:00,Frank,Ramirez,11/21/1994 0:00,89 Manitowish Junction,HILLSDALE,,E501444452,,MOLINE ACRES,2449 Chambers Road
169,626072508,6/23/2015 0:00,Brandon,Jacobs,11/24/1988 0:00,5533 Larry Way,OVERLAND,,I719574419,11/6/2015 0:00,WEBSTER GROVES,4 Lockwood Aveue
170,325871015,5/13/2015 0:00,Sarah,Reid,3/1/1966 0:00,60 Elmside Hill,BRECKENRIDGE HILLS,MO,R861256792,11/8/2015 0:00,WINCHESTER,109 Lindy Boulevard
171,478082662,6/25/2015 0:00,Michelle,Powell,2/4/1960 0:00,58810 Schurz Place,CHESTERFIELD,MO,R262801230,10/22/2015 0:00,UPLANDS PARK,6390 Natural Bridge Road
172,898513956,6/30/2015 0:00,Timothy,Bennett,,0 Victoria Drive,NORWOOD COURT,MO,C141553514,11/28/2015 0:00,WILDWOOD,16860 Main Street
173,58592916,4/13/2015 0:00,Kevin,Morris,6/3/1991 0:00,41576 Bay Point,MOLINE ACRES,MO,Q986608090,10/20/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
174,782281463,3/18/2015 0:00,Kevin,Morris,6/3/1991 0:00,41576 Bay Point,MOLINE ACRES,MO,Q986608090,12/8/2015 0:00,VINITA TERRACE,8027 Page Boulevard
175,530801761,3/28/2015 0:00,Kevin,Morris,6/3/1991 0:00,41576 Bay Point,MOLINE ACRES,MO,Q986608090,10/26/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
176,385624433,3/1/2015 0:00,Richard,Ryan,3/26/1958 0:00,7 Scoville Center,BRECKENRIDGE HILLS,,I691606331,9/26/2015 0:00,BERKELEY 1,6120 Madison
177,241062547,2/8/2015 0:00,Adam,Thomas,1/10/1983 0:00,375 Ronald Regan Parkway,WILBUR PARK,MO,C018769789,11/13/2015 0:00,BEL-RIDGE,8920 Natural Bridge Road
178,949187250,2/6/2015 0:00,Roger,Rose,7/22/1989 0:00,6 Bay Avenue,VELDA VILLAGE HILLS,MO,I289879076,,CREVE COEUR,300 North New Ballas Road
179,927486636,6/24/2015 0:00,Patrick,Ramos,12/3/1962 0:00,49807 Westend Way,COUNTRY CLUB HILLS,,G889403729,10/5/2015 0:00,OVERLAND,2410 Goodale Avenue
180,338350319,3/23/2015 0:00,Sandra,Palmer,1/18/1965 0:00,808 Esch Way,SYCAMORE HILLS,MO,Q168264286,10/26/2015 0:00,GRANTWOOD VILLAGE,One Missionary Way
181,479979635,5/23/2015 0:00,Willie,Duncan,8/10/1995 0:00,6 Eagan Road,ST. GEORGE,MO,O499664777,12/25/2015 0:00,DELLWOOD,1415 Chambers Road
182,477499150,6/17/2015 0:00,Patrick,Elliott,8/3/1969 0:00,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,11/25/2015 0:00,OLIVETTE,9473 Olive Boulevard
183,741615942,7/13/2015 0:00,Patrick,Elliott,8/3/1969 0:00,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,12/1/2015 0:00,CHESTERFIELD,690 Chesterfield Parkway West
184,155840816,7/4/2015 0:00,Patrick,Elliott,8/3/1969 0:00,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,10/28/2015 0:00,BERKELEY 2,6140 N Hanley Road
185,422949630,9/1/2015 0:00,Patrick,Elliott,8/3/1969 0:00,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,12/22/2015 0:00,CREVE COEUR,300 North New Ballas Road
186,372035229,6/6/2015 0:00,Patrick,Elliott,8/3/1969 0:00,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,,FRONTENAC,10555 Clayton Road
187,174227033,1/24/2015 0:00,Patrick,Elliott,8/3/1969 0:00,288 Clove Avenue,COUNTRY LIFE ACRES,MO,P971690942,9/22/2015 0:00,DES PERES,12325 Manchester Road
188,507580815,5/25/2015 0:00,Steve,Rivera,8/16/1966 0:00,588 Del Sol Crossing,HUNTLEIGH,MO,Q065966625,9/15/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
189,610833697,7/11/2015 0:00,Angela,Morgan,2/22/1972 0:00,9 Mallard Center,ROCK HILL,MO,,10/30/2015 0:00,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,7900 Carondelet Avenue
190,224268499,2/28/2015 0:00,Jane,Reyes,5/23/1973 0:00,,WILDWOOD,MO,V153017469,11/16/2015 0:00,ST. ANN,10405 St. Charles Rock Road
191,298036862,7/13/2015 0:00,Annie,Cooper,1/12/1965 0:00,2 Dayton Way,CHAMP,MO,H643256350,12/15/2015 0:00,SUNSET HILLS,3939 South Lindbergh
192,475181492,8/30/2015 0:00,Roger,Arnold,6/27/1964 0:00,,TOWN & COUNTRY,MO,L676922183,10/12/2015 0:00,PACIFIC,300 Hoven Drive
193,79277152,1/28/2015 0:00,Debra,Arnold,7/27/1996 0:00,4 Mcbride Trail,CRYSTAL LAKE PARK,MO,B427318035,9/13/2015 0:00,SUNSET HILLS,3939 South Lindbergh
194,76638743,8/19/2015 0:00,Lori,Henry,10/14/1966 0:00,6 Nancy Trail,HANLEY HILLS,,E505901973,10/14/2015 0:00,BEL-RIDGE,8920 Natural Bridge Road
195,3759772,8/6/2015 0:00,Sarah,Rodriguez,5/17/1995 0:00,2 Moose Terrace,WOODSON TERRACE,MO,,11/6/2015 0:00,VALLEY PARK,320 Benton Street
196,589872772,3/31/2015 0:00,Larry,Richardson,2/25/1992 0:00,61 Arrowood Plaza,EDMUNDSON,MO,H459296513,11/6/2015 0:00,VELDA CITY,2560 Lucas & Hunt Road
197,640732635,5/23/2015 0:00,Frances,Hanson,6/16/1975 0:00,4270 Delaware Trail,CLARKSON VALLEY,MO,R718521347,11/15/2015 0:00,BERKELEY 2,6140 N Hanley Road
198,205348244,3/9/2015 0:00,Sharon,Howard,5/29/1996 0:00,9 Welch Circle,WELLSTON,MO,O323187495,11/17/2015 0:00,JENNINGS,7005 Florence Avenue
199,722888932,3/24/2015 0:00,Barbara,Jackson,2/4/1976 0:00,4 Tony Place,COUNTRY CLUB HILLS,MO,H256380815,12/16/2015 0:00,FLORDELL HILLS,7001 Brandon Avenue
200,537466832,6/11/2015 0:00,Joseph,Meyer,2/19/1976 0:00,957 Farmco Lane,CLARKSON VALLEY,MO,M742020294,11/4/2015 0:00,RIVERVIEW,9699 Lilac Drive
201,577887187,7/7/2015 0:00,Lawrence,Holmes,5/22/1980 0:00,2247 Northport Lane,WOODSON TERRACE,MO,N345710121,12/11/2015 0:00,PAGEDALE,1420 Ferguson Avenue
202,524878542,8/18/2015 0:00,Amy,Dean,11/6/1981 0:00,5 Helena Court,ELLISVILLE,MO,N551405629,12/8/2015 0:00,DES PERES,12325 Manchester Road
203,811754194,1/14/2015 0:00,Emily,West,12/3/1976 0:00,6 Utah Plaza,MANCHESTER,MO,I979545168,11/13/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
204,291907220,1/7/2015 0:00,Brandon,Fox,3/13/1953 0:00,89756 Badeau Way,BEL-NOR,MO,Q255715248,12/15/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
205,50252504,6/15/2015 0:00,Jeremy,Ruiz,12/12/1955 0:00,9 Schlimgen Avenue,TWIN OAKS,,,11/6/2015 0:00,MAPLEWOOD,7601 Manchester Road
206,498262092,8/20/2015 0:00,Jonathan,Perez,4/9/1967 0:00,9 Montana Park,DELLWOOD,MO,A044580699,9/21/2015 0:00,ROCK HILL,320 West Thornton Avenue
207,674054671,6/19/2015 0:00,Frank,Dixon,8/24/1963 0:00,84366 Independence Terrace,CHAMP,MO,Z586942802,12/1/2015 0:00,,
208,329821200,5/23/2015 0:00,Jonathan,Perez,4/9/1967 0:00,9 Montana Park,DELLWOOD,MO,A044580699,11/13/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
209,600221321,7/19/2015 0:00,Jonathan,Perez,4/9/1967 0:00,9 Montana Park,DELLWOOD,MO,A044580699,9/19/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
210,690933770,7/16/2015 0:00,Jennifer,Bailey,11/11/1964 0:00,86 Lindbergh Trail,CRESTWOOD,MO,C449132132,12/26/2015 0:00,MOLINE ACRES,2449 Chambers Road
211,522176239,5/14/2015 0:00,Christine,Wagner,4/19/1960 0:00,1599 Westerfield Center,OLIVETTE,,V549046341,11/9/2015 0:00,SUNSET HILLS,3939 South Lindbergh
212,431292231,2/9/2015 0:00,David,Castillo,11/11/1976 0:00,16726 Mitchell Terrace,WINCHESTER,MO,D146795248,11/23/2015 0:00,JENNINGS,7005 Florence Avenue
213,434159741,4/4/2015 0:00,David,Castillo,11/11/1976 0:00,16726 Mitchell Terrace,WINCHESTER,MO,D146795248,10/17/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
214,337280278,1/30/2015 0:00,Philip,White,8/11/1994 0:00,98493 Everett Avenue,BLACK JACK,MO,N968506887,12/28/2015 0:00,VALLEY PARK,320 Benton Street
215,128317870,5/4/2015 0:00,Pamela,Simmons,4/19/1987 0:00,254 Lindbergh Court,FLORISSANT,MO,Z608401691,,FERGUSON,110 Church Street
216,644058523,7/22/2015 0:00,Walter,Bradley,5/6/1971 0:00,878 Independence Crossing,MANCHESTER,MO,J341369788,10/4/2015 0:00,WARSON WOODS,10015 Manchester Road
217,834832454,7/8/2015 0:00,Marilyn,Jacobs,7/3/1966 0:00,85 Continental Trail,BEL-NOR,MO,,,FRONTENAC,10555 Clayton Road
218,59327931,1/18/2015 0:00,Amanda,Hall,2/6/1978 0:00,4 Center Junction,CLAYTON,MO,T548660236,12/13/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
219,672867473,6/2/2015 0:00,Amanda,Hall,2/6/1978 0:00,,CLAYTON,MO,T548660236,12/18/2015 0:00,LADUE,9435 Clayton Road
220,434518930,7/24/2015 0:00,Melissa,Snyder,8/23/1986 0:00,83505 Bowman Park,KINLOCH,MO,O384015221,10/17/2015 0:00,,
221,681790154,8/29/2015 0:00,Amanda,Hall,,4 Center Junction,CLAYTON,MO,,12/24/2015 0:00,WOODSON TERRACE,4323 Woodson Road
222,554414545,1/16/2015 0:00,Amanda,Hall,2/6/1978 0:00,4 Center Junction,,MO,T548660236,11/22/2015 0:00,ST. LOUIS CITY,120 City Hall Drive
223,522355234,3/18/2015 0:00,Amanda,Hall,2/6/1978 0:00,4 Center Junction,CLAYTON,MO,T548660236,,OVERLAND,2410 Goodale Avenue
224,503901329,4/9/2015 0:00,Amanda,Hall,2/6/1978 0:00,4 Center Junction,CLAYTON,MO,T548660236,10/7/2015 0:00,FERGUSON,110 Church Street
225,657031765,9/9/2015 0:00,Amanda,Hall,2/6/1978 0:00,4 Center Junction,CLAYTON,MO,T548660236,12/14/2015 0:00,BERKELEY 1,6120 Madison
226,390205015,7/16/2015 0:00,Diana,Gibson,4/5/1994 0:00,884 Cordelia Road,ROCK HILL,MO,Z573585724,12/29/2015 0:00,WELLSTON,1414 Evergreen
227,134353215,1/29/2015 0:00,Johnny,Fuller,7/1/1976 0:00,,BEVERLY HILLS,MO,R254088102,11/14/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
228,327319324,1/11/2015 0:00,Antonio,Tucker,10/23/1978 0:00,,EDMUNDSON,MO,P731661673,10/6/2015 0:00,BRIDGETON,12355 Natural Bridge Road
229,562106521,1/18/2015 0:00,Dorothy,Banks,5/24/1955 0:00,554 Upham Court,LADUE,MO,Y092088913,12/3/2015 0:00,FRONTENAC,10555 Clayton Road
230,837957727,6/2/2015 0:00,Ernest,West,3/9/1964 0:00,94538 Novick Park,UNIVERSITY CITY,MO,L629717504,12/14/2015 0:00,UNIVERSITY CITY,975 Pennsylvania Avenue
231,433077164,4/20/2015 0:00,Bobby,Boyd,10/13/1977 0:00,2252 Holy Cross Junction,ST. ANN,MO,H072283012,12/23/2015 0:00,CRESTWOOD,1 Detjen Drive
232,183631976,5/2/2015 0:00,Arthur,Oliver,8/13/1960 0:00,8203 Ludington Plaza,CRYSTAL LAKE PARK,MO,C143829126,9/30/2015 0:00,WOODSON TERRACE,4323 Woodson Road
233,415621583,4/2/2015 0:00,Laura,Murray,8/3/1970 0:00,810 Glendale Trail,GREEN PARK,MO,,10/7/2015 0:00,,
234,316919804,8/25/2015 0:00,Chris,Castillo,3/11/1961 0:00,,BALLWIN,MO,C848596584,11/17/2015 0:00,LADUE,9435 Clayton Road
235,798342718,8/22/2015 0:00,Jessica,Fernandez,5/30/1996 0:00,27906 Messerschmidt Trail,MANCHESTER,MO,C890304132,12/26/2015 0:00,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,7900 Carondelet Avenue
236,977604232,5/6/2015 0:00,Jane,Larson,12/23/1982 0:00,3 Little Fleur Lane,,MO,S981415535,12/14/2015 0:00,VELDA CITY,2560 Lucas & Hunt Road
237,913692423,7/13/2015 0:00,Susan,Medina,8/27/1954 0:00,9163 Dahle Way,HILLSDALE,MO,E045581810,9/28/2015 0:00,VINITA TERRACE,8027 Page Boulevard
238,137685979,6/13/2015 0:00,Jeremy,Bailey,2/17/1984 0:00,,CREVE COEUR,MO,M897487303,11/9/2015 0:00,HANLEY HILLS,7713 Utica Drive
239,467115019,3/16/2015 0:00,Ronald,Spencer,3/25/1955 0:00,60033 Maryland Plaza,BEVERLY HILLS,MO,B927750211,12/26/2015 0:00,GLENDALE,424 North Sappington Road
240,609389482,7/20/2015 0:00,Lillian,Vasquez,8/12/1987 0:00,7984 Luster Junction,GREENDALE,MO,H482272970,12/16/2015 0:00,TOWN AND COUNTRY,1011 Municipal Center Drive
241,75928447,6/10/2015 0:00,Katherine,Warren,4/9/1952 0:00,0049 Summit Crossing,MARYLAND HEIGHTS,MO,T680565039,10/6/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
242,830168398,2/19/2015 0:00,Jack,Holmes,10/2/1972 0:00,9387 Marquette Plaza,KINLOCH,MO,V465237882,11/4/2015 0:00,FERGUSON,110 Church Street
243,201478078,4/23/2015 0:00,Eugene,Wagner,8/6/1966 0:00,8904 Darwin Park,PACIFIC,MO,J503021884,,UNIVERSITY CITY,975 Pennsylvania Avenue
244,821419451,3/19/2015 0:00,Keith,Cole,8/26/1961 0:00,00 Coleman Lane,WILBUR PARK,MO,M927981281,9/19/2015 0:00,ELLISVILLE,37 Weis Avenue
245,526851317,3/27/2015 0:00,Jean,Stephens,10/5/1963 0:00,2 Crowley Crossing,TOWN & COUNTRY,MO,U370474012,12/19/2015 0:00,HAZELWOOD,415 Elm Grove Lane
246,290196577,6/19/2015 0:00,Mark,Rogers,12/22/1988 0:00,9 Nelson Circle,BELLEFONTAINE NEIGHBORS,MO,,11/21/2015 0:00,BRECKENRIDGE HILLS,9623 St. Charles Rock Road
247,693310848,2/9/2015 0:00,Pamela,Fields,3/6/1983 0:00,24 Rockefeller Point,WILDWOOD,MO,,10/22/2015 0:00,PACIFIC,300 Hoven Drive
248,45996732,9/8/2015 0:00,Marilyn,Tucker,5/18/1994 0:00,9 Jenna Terrace,FERGUSON,MO,,11/15/2015 0:00,OVERLAND,2410 Goodale Avenue
249,483096834,3/30/2015 0:00,Jesse,Carpenter,4/8/1995 0:00,3536 Melby Park,BRECKENRIDGE HILLS,MO,N862893164,9/17/2015 0:00,WARSON WOODS,10015 Manchester Road
250,308754727,6/23/2015 0:00,Stephanie,Elliott,11/23/1995 0:00,94463 Rusk Avenue,ST. LOUIS CITY,MO,,10/6/2015 0:00,MOLINE ACRES,2449 Chambers Road
251,155247776,5/7/2015 0:00,Walter,Johnson,3/5/1978 0:00,88912 Northview Hill,BRECKENRIDGE HILLS,MO,F491849544,12/26/2015 0:00,PACIFIC,300 Hoven Drive
252,505946316,7/20/2015 0:00,Adam,Welch,9/15/1959 0:00,21 Warrior Hill,MARYLAND HEIGHTS,MO,B243527210,,BERKELEY 2,6140 N Hanley Road
253,922526088,7/11/2015 0:00,Philip,Wagner,4/26/1983 0:00,66 Buell Pass,CRESTWOOD,MO,T201279563,11/13/2015 0:00,CRESTWOOD,1 Detjen Drive
254,501353876,7/7/2015 0:00,Laura,Murray,8/3/1970 0:00,810 Glendale Trail,GREEN PARK,MO,,10/29/2015 0:00,,
255,887509938,8/24/2015 0:00,Roger,Schmidt,9/22/1971 0:00,79170 Linden Terrace,COOL VALLEY,MO,,10/12/2015 0:00,COUNTRY CLUB HILLS,7422 Eunice Avenue
256,157542286,3/15/2015 0:00,Laura,Murray,8/3/1970 0:00,810 Glendale Trail,GREEN PARK,MO,,9/28/2015 0:00,,
257,54727602,5/17/2015 0:00,Albert,Bowman,9/26/1954 0:00,873 Claremont Hill,TOWN & COUNTRY,MO,G692814110,9/27/2015 0:00,OVERLAND,2410 Goodale Avenue
258,217354146,8/13/2015 0:00,Tina,Black,9/4/1988 0:00,36 Mitchell Point,CHARLACK,MO,D176414216,11/15/2015 0:00,BRECKENRIDGE HILLS,9623 St. Charles Rock Road
259,986239269,7/12/2015 0:00,Tina,Black,9/4/1988 0:00,36 Mitchell Point,CHARLACK,MO,D176414216,11/21/2015 0:00,HANLEY HILLS,7713 Utica Drive
260,701425162,8/5/2015 0:00,Marilyn,Wallace,7/28/1996 0:00,000 Fulton Lane,TWIN OAKS,,F467744106,11/3/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
261,700244171,1/7/2015 0:00,Tina,Grant,2/6/1968 0:00,05 Upham Lane,ST. ANN,MO,C287115392,9/20/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
262,747594895,2/21/2015 0:00,Steven,Castillo,7/25/1953 0:00,6571 Haas Terrace,CREVE COEUR,MO,H823660218,9/26/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
263,363853513,1/15/2015 0:00,Ann,Hall,3/3/1990 0:00,2498 La Follette Junction,CLARKSON VALLEY,MO,S670808005,,WINCHESTER,109 Lindy Boulevard
264,525294825,6/22/2015 0:00,Earl,Garza,12/5/1986 0:00,13 Marquette Center,VALLEY PARK,MO,B777914872,9/19/2015 0:00,BERKELEY 1,6120 Madison
265,982300580,3/20/2015 0:00,Patricia,Morales,9/25/1966 0:00,8871 Lakewood Hill,CRYSTAL LAKE PARK,MO,O671622715,10/9/2015 0:00,CHARLACK,8401 Midland Boulevard
266,594215862,3/24/2015 0:00,Jessica,Bishop,7/13/1959 0:00,3109 Mallory Parkway,WESTWOOD,MO,W126789350,10/1/2015 0:00,SUNSET HILLS,3939 South Lindbergh
267,321750161,3/3/2015 0:00,Jonathan,Harvey,10/6/1974 0:00,8 Calypso Place,EUREKA,MO,C484330244,11/6/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
268,479777363,8/25/2015 0:00,Christine,Ray,4/13/1994 0:00,07 International Alley,OLIVETTE,MO,Q871358681,12/14/2015 0:00,WELLSTON,1414 Evergreen
269,805998761,7/2/2015 0:00,Anna,Johnston,8/22/1964 0:00,7098 Delladonna Circle,CREVE COEUR,,Q642283928,10/24/2015 0:00,WOODSON TERRACE,4323 Woodson Road
270,978574016,4/10/2015 0:00,Sean,Carroll,10/29/1987 0:00,16147 Oak Valley Lane,CLARKSON VALLEY,MO,N165074437,10/31/2015 0:00,UNINCORPORATED SOUTH ST. LOUIS COUNTY,4544 Lemay Ferry Road
271,186710262,2/23/2015 0:00,Albert,Barnes,2/1/1969 0:00,40 Mccormick Place,ROCK HILL,MO,,12/26/2015 0:00,DES PERES,12325 Manchester Road
272,609511420,,Teresa,Stanley,3/7/1964 0:00,36745 6th Lane,ROCK HILL,MO,F940893547,11/5/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
273,154718345,5/5/2015 0:00,Kenneth,Greene,6/4/1964 0:00,31938 Annamark Alley,SYCAMORE HILLS,MO,M652605680,9/13/2015 0:00,EDMUNDSON,4440 Holman Lane
274,937406554,8/5/2015 0:00,Howard,Robinson,1/2/1973 0:00,7 Haas Crossing,ST. ANN,MO,D541494897,12/11/2015 0:00,MANCHESTER,200 Highlands Blvd. Dr.
275,75103697,6/11/2015 0:00,Patricia,Wagner,7/19/1966 0:00,03 Messerschmidt Junction,BRECKENRIDGE HILLS,MO,P389636572,12/6/2015 0:00,,
276,335722613,1/27/2015 0:00,Julie,Perez,11/30/1953 0:00,49 Karstens Court,SYCAMORE HILLS,MO,C636329371,10/9/2015 0:00,ST. JOHN,8944 St. Charles Rock Road
277,466576411,1/11/2015 0:00,Clarence,Wagner,8/25/1955 0:00,12699 Bluestem Road,BEL-NOR,MO,F740735149,11/28/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
278,325733893,1/27/2015 0:00,Anne,Andrews,8/6/1959 0:00,848 Forest Dale Place,NORTHWOODS,MO,H640577621,12/19/2015 0:00,MOLINE ACRES,2449 Chambers Road
279,762393903,3/11/2015 0:00,Phillip,Crawford,6/28/1952 0:00,56 Namekagon Plaza,BEL-NOR,MO,K591597479,9/30/2015 0:00,,
280,339282186,3/4/2015 0:00,Anne,Andrews,8/6/1959 0:00,848 Forest Dale Place,NORTHWOODS,MO,H640577621,10/7/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
281,637205087,2/10/2015 0:00,Sara,Morgan,2/28/1977 0:00,36 Fremont Drive,WILBUR PARK,MO,,11/18/2015 0:00,ST. ANN,10405 St. Charles Rock Road
282,755184943,3/26/2015 0:00,Phillip,Castillo,7/4/1973 0:00,70 Calypso Point,FERGUSON,MO,P974104339,11/21/2015 0:00,FLORDELL HILLS,7001 Brandon Avenue
283,131425091,9/4/2015 0:00,Joan,Hudson,4/29/1967 0:00,5 Hayes Lane,VINITA PARK,MO,P487656326,10/17/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
284,898273956,8/27/2015 0:00,Lori,Austin,1/15/1975 0:00,92 Bluejay Way,OLIVETTE,MO,K341382712,9/16/2015 0:00,FLORDELL HILLS,7001 Brandon Avenue
285,462052659,5/18/2015 0:00,Terry,Castillo,4/17/1979 0:00,6 Fuller Park,WOODSON TERRACE,MO,K565960565,12/1/2015 0:00,COUNTRY CLUB HILLS,7422 Eunice Avenue
286,726272918,5/21/2015 0:00,Anthony,Knight,8/30/1977 0:00,42837 Sullivan Point,PACIFIC,MO,P525425385,9/18/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
287,739347172,6/15/2015 0:00,Christina,Carroll,9/30/1988 0:00,7409 Badeau Park,MOLINE ACRES,MO,A427625628,11/28/2015 0:00,CLAYTON,10 South Brentwood Boulevard
288,166545602,3/10/2015 0:00,Todd,Lewis,5/21/1953 0:00,6441 New Castle Circle,ELLISVILLE,MO,U343166465,9/15/2015 0:00,UNIVERSITY CITY,975 Pennsylvania Avenue
289,372691818,5/31/2015 0:00,Donna,Fisher,5/30/1980 0:00,027 Vernon Lane,VALLEY PARK,MO,A531293089,11/1/2015 0:00,BEL-NOR,8416 Natural Bridge Road
290,855137614,5/5/2015 0:00,Kathy,Price,12/26/1971 0:00,,FRONTENAC,MO,D771853565,9/22/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
291,372243227,5/25/2015 0:00,Kenneth,Crawford,11/21/1988 0:00,7 Darwin Road,WELLSTON,MO,J764821858,10/30/2015 0:00,PASADENA PARK,7615 South Sunset
292,825256451,4/6/2015 0:00,Christopher,Martin,7/1/1957 0:00,1551 Crest Line Park,VINITA PARK,MO,Q655923602,11/17/2015 0:00,CREVE COEUR,300 North New Ballas Road
293,765288868,8/27/2015 0:00,Joseph,Cole,4/30/1969 0:00,62 Vermont Drive,EDMUNDSON,MO,Q989227612,9/23/2015 0:00,CALVERTON PARK,52 Young Drive
294,809190409,3/14/2015 0:00,Patricia,Kim,8/30/1991 0:00,2154 Mendota Road,CALVERTON PARK,MO,,9/27/2015 0:00,PASADENA PARK,7615 South Sunset
295,419870063,5/13/2015 0:00,Theresa,Schmidt,9/7/1957 0:00,4598 Harper Trail,,MO,R433715815,12/22/2015 0:00,HANLEY HILLS,7713 Utica Drive
296,235246904,5/18/2015 0:00,Linda,Anderson,2/21/1988 0:00,90590 Sauthoff Point,BERKELEY,MO,E178410236,10/6/2015 0:00,,
